Node_201,Node_202,Node_203,Node_204,Node_205,Node_206,Node_207,Node_208,Node_209,Node_301,Node_302,Node_303,Node_304,Node_305,Node_306,Node_307,Node_308,Node_309,Node_310,Node_311,Node_312,Node_313,Node_314,Node_315,Node_316,Node_317,Node_318,Node_401,Node_402,Node_403,Node_404,Node_405,Node_406,Node_407
0,33,33,33,34,32,0,32,30,0,33,32,32,30,29,27,26,32,0,0,0,30,33,29,27,27,26,32,30,29,27,30,29,27
0,17,18,17,19,16,0,16,14,0,17,16,16,14,13,11,10,16,0,0,0,14,17,13,11,11,10,16,14,13,11,14,13,11
0,5,5,5,6,4,0,4,3,0,5,4,4,3,3,2,2,4,0,0,0,3,5,3,2,2,2,4,3,3,2,3,3,2
0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,4,5,4,0,4,3,0,4,4,4,5,4,2,2,4,0,0,0,3,4,2,2,4,3,4,3,2,2,3,2,2
0,16,17,17,18,15,0,15,13,0,16,15,15,15,13,10,9,15,0,0,0,13,16,12,10,12,10,15,13,12,11,13,12,11
0,32,33,32,33,31,0,31,30,0,32,31,31,31,29,26,25,31,0,0,0,29,32,28,26,28,26,31,30,28,27,30,28,27
0,41,41,41,41,40,0,41,40,0,40,40,40,41,40,38,38,40,0,0,0,40,40,39,38,40,39,41,40,39,39,40,39,39
0,43,44,43,42,43,0,43,43,0,42,42,42,43,43,40,40,42,0,0,0,42,42,43,45,42,41,43,44,43,43,44,43,43
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
0,43,44,44,43,43,0,44,44,0,42,42,42,43,43,41,41,42,0,0,0,43,42,44,46,43,42,44,44,44,44,44,44,44
